PersonID,DIV_CDE,DEGR_CDE,DEGREE_DESC,DTE_DEGR_CONFERRED,MAJOR_1,MAJOR_1_DESC
83908370,UG,BA   ,Bachelor of Arts,5/2/23,BADJR,DIGITAL JOURNALISM
83936300,UG,BS   ,Bachelor of Science,12/15/22,BSLGS,Legal Studies
83937630,UG,BS   ,Bachelor of Science,12/8/22,BSKOT,Kinesiology: Pre-Occupational Therapy
83945610,UG,BS   ,Bachelor of Science,5/2/23,BSKPT,Kinesiology: Pre-Physical Therapy
83946940,UG,BFA  ,Bachelor of Fine Arts,9/14/23,BFACW,Creative Writing
83953590,UG,BS   ,Bachelor of Science,8/26/22,BSPLS,Political Science
83954920,UG,BS   ,Bachelor of Science,4/27/23,BSBIM,Biology: Medical Sciences
83960240,UG,BS   ,Bachelor of Science,5/3/22,BSTHM,Tourism & Hospitality Management
83961570,UG,BS   ,Bachelor of Science,12/12/23,BSBIM,Biology: Medical Sciences
50022630,UG,BS   ,Bachelor of Science,5/4/18,ELEMK,Elementary Education
50025290,UG,BSW  ,Bachelor of Social Work,4/24/20,BSW,Social Work
50026620,UG,BS   ,Bachelor of Science,8/31/18,BSPMN,PRACTICAL MINISTRIES
50027950,UG,BS   ,Bachelor of Science,12/14/18,BSSME,SPORT MANAGEMENT: PE & COACHING
50033270,UG,BS   ,Bachelor of Science,3/31/18,BSSML,SPORT MANAGEMENT: LEADERSHIP
50035930,UG,BS   ,Bachelor of Science,4/26/19,BSINB,International Business
50041250,UG,BS   ,Bachelor of Science,5/4/18,BSPMN,PRACTICAL MINISTRIES
143701180,UG,BS   ,Bachelor of Science,12/12/23,BSGS,General Studies
76490960,UG,AML  ,Assoc Min Leadership,4/24/20,AML,Ministerial Leadership (SN)
57402800,UG,BBA  ,Bachelor of Busi Admin,5/4/18,BBA,Business Administration (SN)
47961130,UG,BS   ,Bachelor of Science,6/28/22,BSCOM,COMMUNICATION
80111220,UG,BS   ,Bachelor of Science,5/3/22,BSBPL,Business & Professional Leadership (SN)
80112550,UG,BS   ,Bachelor of Science,12/17/20,BSLDO,Organizational Leadership (SN)
80113880,UG,BS   ,Bachelor of Science,12/10/20,BSDMD,Digital Media & Design (SN)
6534290,UG,BS   ,Bachelor of Science,12/10/20,BSCYF,"CHILDREN, YOUTH, & FAMILY MINISTRIES"
6540940,UG,BS   ,Bachelor of Science,4/30/21,BSKEX,Kinesiology: Exercise Science
83964230,UG,BS   ,Bachelor of Science,4/27/23,BSPR,PUBLIC RELATIONS
56747110,UG,BS   ,Bachelor of Science,12/14/18,BSMUB,MUSIC BUSINESS
47619320,UG,BS   ,Bachelor of Science,12/13/19,BSINB,International Business
76540170,UG,BS   ,Bachelor of Science,4/30/21,BSLDO,Organizational Leadership (SN)
76553470,UG,BS   ,Bachelor of Science,4/27/23,BSKEX,Kinesiology: Exercise Science
76558790,UG,BS   ,Bachelor of Science,5/3/22,SDMAT,Secondary Mathematics
56032900,UG,BS   ,Bachelor of Science,4/26/19,BIOPR,BIOLOGY: PRE-MED
57624910,UG,BS   ,Bachelor of Science,4/24/20,BSCOM,COMMUNICATION
57626240,UG,BS   ,Bachelor of Science,4/26/19,BSMGT,Management
80160430,UG,BS   ,Bachelor of Science,12/12/23,BSMLM,Ministerial Leadership: Christian Ministry (SN)
80169740,UG,BS   ,Bachelor of Science,5/2/23,BSMCO,MINISTERIAL LEADERSHIP: CHRISTIAN MINISTRY (SN)
80202990,UG,BS   ,Bachelor of Science,5/3/22,ELEMK,Elementary Education
80205650,UG,BS   ,Bachelor of Science,5/3/22,BSLDO,Organizational Leadership (SN)
81543630,UG,BS   ,Bachelor of Science,12/7/23,BSINB,International Business
52315550,UG,BS   ,Bachelor of Science,4/26/19,ELEMK,Elementary Education
44650760,UG,BSW  ,Bachelor of Social Work,4/26/19,BSW,Social Work
53898250,UG,BS   ,Bachelor of Science,8/31/18,BSINB,International Business
981540,UG,BS   ,Bachelor of Science,4/26/19,BSECE,Early Childhood Education
45435460,UG,BS   ,Bachelor of Science,4/26/19,BSBIO,General Biology
48679330,UG,BS   ,Bachelor of Science,7/31/18,BSFLM,Film Production
49220640,UG,BS   ,Bachelor of Science,4/24/20,BSLDO,Organizational Leadership (SN)
56229740,UG,BS   ,Bachelor of Science,4/26/19,BSPSY,Psychology
52124030,UG,BBA  ,Bachelor of Busi Admin,12/10/20,BBA,Business Administration (SN)
46802700,UG,BS   ,Bachelor of Science,4/26/19,BSFLM,Film Production
48410670,UG,BS   ,Bachelor of Science,5/4/18,BSPSY,Psychology
48415990,UG,BS   ,Bachelor of Science,5/4/18,ELEMK,Elementary Education
76589380,UG,BA   ,Bachelor of Arts,5/3/22,BAEIC,ENGLISH & INTERCULTURAL STUDIES
62077750,UG,BS   ,Bachelor of Science,4/24/20,BSHUS,Human Services (SN)
4692240,UG,BS   ,Bachelor of Science,12/14/18,BSMUB,MUSIC BUSINESS
80210970,UG,BS   ,Bachelor of Science,4/30/21,ELEMK,Elementary Education
80248210,UG,BS   ,Bachelor of Science,4/30/21,BSDMD,Digital Media & Design (SN)
80249540,UG,BS   ,Bachelor of Science,6/30/21,BSLDO,Organizational Leadership (SN)
45439450,UG,BFA  ,Bachelor of Fine Arts,12/14/18,BFACW,Creative Writing
45440780,UG,BS   ,Bachelor of Science,12/14/18,BSMAT,Mathematics
55200320,UG,BS   ,Bachelor of Science,4/24/20,BSDMD,Digital Media & Design (SN)
5679100,UG,BS   ,Bachelor of Science,5/4/18,BSSME,SPORT MANAGEMENT: PE & COACHING
55871970,UG,BBA  ,Bachelor of Busi Admin,10/31/19,BBA,Business Administration (SN)
53145470,UG,BA   ,Bachelor of Arts,12/10/20,BAMUS,Music
45410190,UG,BS   ,Bachelor of Science,4/26/19,BSMUB,MUSIC BUSINESS
52029600,UG,BSW  ,Bachelor of Social Work,5/4/18,BSW,Social Work
54095090,UG,BS   ,Bachelor of Science,8/20/21,BSCYF,"CHILDREN, YOUTH, & FAMILY MINISTRIES"
57064980,UG,BBA  ,Bachelor of Busi Admin,4/26/19,BBA,Business Administration (SN)
57066310,UG,BS   ,Bachelor of Science,10/31/18,SDENG,Secondary English
57068970,UG,BS   ,Bachelor of Science,4/26/19,ELEMK,Elementary Education
57072960,UG,BS   ,Bachelor of Science,4/26/19,BIOPR,BIOLOGY: PRE-MED
56486430,UG,BS   ,Bachelor of Science,4/26/19,BSCRM,Criminal Justice
56495740,UG,BS   ,Bachelor of Science,12/14/18,BSCOM,COMMUNICATION
80256190,UG,BS   ,Bachelor of Science,10/27/21,BSMPO,MINISTERIAL LDRSP: PASTORAL CARE & COUNSELING
50770090,UG,BS   ,Bachelor of Science,4/28/22,BSGS,General Studies
50774080,UG,BS   ,Bachelor of Science,9/30/18,BSCOM,COMMUNICATION
47556810,UG,BS   ,Bachelor of Science,4/26/19,BSMGT,Management
53101580,UG,BS   ,Bachelor of Science,12/14/18,BSMUB,MUSIC BUSINESS
47370610,UG,BS   ,Bachelor of Science,5/4/18,BSYFM,YOUTH & FAMILY MINISTRIES
52136000,UG,BA   ,Bachelor of Arts,12/14/18,BAMDS,Multidisciplinary Studies
76707750,UG,BS   ,Bachelor of Science,12/10/20,BSHUS,Human Services (SN)
62424880,UG,BBA  ,Bachelor of Busi Admin,4/24/20,BBA,Business Administration (SN)
55931820,UG,BS   ,Bachelor of Science,5/4/18,ELEMK,Elementary Education
47475680,UG,BS   ,Bachelor of Science,5/4/18,BSLDO,Organizational Leadership (SN)
47477010,UG,BBA  ,Bachelor of Busi Admin,10/31/19,BBA,Business Administration (SN)
53229260,UG,BS   ,Bachelor of Science,12/10/20,BSINB,International Business
52141320,UG,BS   ,Bachelor of Science,5/4/18,BSFIN,Finance
52973900,UG,BS   ,Bachelor of Science,5/4/18,BSCOM,COMMUNICATION
48450570,UG,BS   ,Bachelor of Science,8/31/18,BSKEX,Kinesiology: Exercise Science
49574420,UG,BS   ,Bachelor of Science,5/4/18,BSLDO,Organizational Leadership (SN)
49577080,UG,BS   ,Bachelor of Science,4/30/18,ELEMK,Elementary Education
5399800,UG,BS   ,Bachelor of Science,12/13/19,BSMNL,MINISTERIAL LEADERSHIP (SN)
49582400,UG,BS   ,Bachelor of Science,12/14/18,BSLDR,Organizational Leadership
49357630,UG,BS   ,Bachelor of Science,5/4/18,BSPSY,Psychology
52340820,UG,BS   ,Bachelor of Science,5/4/18,BSHUS,Human Services (SN)
47506270,UG,AA   ,Associate of Arts,7/31/20,AAGN,General Education
53624270,UG,BS   ,Bachelor of Science,9/30/19,BSGRD,Graphic Design
49329700,UG,BS   ,Bachelor of Science,5/4/18,BSPSY,Psychology
56990500,UG,BS   ,Bachelor of Science,5/4/18,SDENG,Secondary English
54807970,UG,BBA  ,Bachelor of Busi Admin,7/31/19,BBALD,BUSINESS LEADERSHIP (SN)
73970610,UG,BA   ,Bachelor of Arts,6/28/22,BAGRD,Graphic Design
73973270,UG,BS   ,Bachelor of Science,8/23/22,BSFLM,Film Production
73975930,UG,BS   ,Bachelor of Science,12/10/21,BSKPT,Kinesiology: Pre-Physical Therapy
73983910,UG,BS   ,Bachelor of Science,5/3/22,ELEMK,Elementary Education
73986570,UG,BA   ,Bachelor of Arts,12/10/21,BAWM,WORSHIP MINISTRIES
50575910,UG,BS   ,Bachelor of Science,7/31/18,BSBIO,General Biology
50577240,UG,BS   ,Bachelor of Science,5/4/18,BSDMD,Digital Media & Design (SN)
823270,UG,BS   ,Bachelor of Science,12/10/20,BSACT,Accounting
50009330,UG,BS   ,Bachelor of Science,12/14/18,ELEMK,Elementary Education
50013320,UG,BS   ,Bachelor of Science,4/26/19,BSLDO,Organizational Leadership (SN)
48856220,UG,BA   ,Bachelor of Arts,5/4/18,BAEIC,ENGLISH & INTERCULTURAL STUDIES
48916070,UG,BS   ,Bachelor of Science,4/24/20,BSPSO,PSYCHOLOGY (SN)
48164620,UG,BS   ,Bachelor of Science,4/26/19,ESED5,Exceptional Student Education 4/1
901740,UG,BSW  ,Bachelor of Social Work,5/4/18,BSW,Social Work
932330,UG,BS   ,Bachelor of Science,12/14/18,BSBPL,Business & Professional Leadership (SN)
49767270,UG,BS   ,Bachelor of Science,5/4/18,BSYFM,YOUTH & FAMILY MINISTRIES
49768600,UG,BA   ,Bachelor of Arts,5/3/22,BAMDS,Multidisciplinary Studies
49785890,UG,BS   ,Bachelor of Science,4/26/19,BSLDR,Organizational Leadership
49365610,UG,BS   ,Bachelor of Science,5/4/18,BSCHM,CHURCH MUSIC
49366940,UG,BA   ,Bachelor of Arts,2/28/18,BAEIC,ENGLISH & INTERCULTURAL STUDIES
55011460,UG,BA   ,Bachelor of Arts,5/4/18,BAMDS,Multidisciplinary Studies
49505260,UG,BS   ,Bachelor of Science,5/4/18,BSPMN,PRACTICAL MINISTRIES
81874800,UG,BS   ,Bachelor of Science,8/23/22,BSPSO,PSYCHOLOGY (SN)
81878790,UG,BS   ,Bachelor of Science,10/28/22,BSLDO,Organizational Leadership (SN)
45922240,UG,BBA  ,Bachelor of Busi Admin,5/4/18,BBA,Business Administration (SN)
1111880,UG,BS   ,Bachelor of Science,1/20/23,BSPSO,PSYCHOLOGY (SN)
33946920,UG,BS   ,Bachelor of Science,6/28/22,BSBPL,Business & Professional Leadership (SN)
81942630,UG,BA   ,Bachelor of Arts,12/15/22,BLCTU,"LANGUAGE, CULTURE, & TRADE: CUSTOM"
85286250,UG,BS   ,Bachelor of Science,12/7/23,BSLGS,Legal Studies
85292900,UG,AA   ,Associate of Arts,12/10/20,AAGN,General Education
85298220,UG,BS   ,Bachelor of Science,1/9/23,BSHUS,Human Services (SN)
129112410,UG,BS   ,Bachelor of Science,6/27/23,BSBPL,Business & Professional Leadership (SN)
75137020,UG,BS   ,Bachelor of Science,4/27/23,BSCOM,COMMUNICATION
53825100,UG,BS   ,Bachelor of Science,6/30/21,BSLMH,Ministerial Leadership: Humanitarian Ministry (SN)
85319500,UG,BS   ,Bachelor of Science,4/27/23,BSN,Nursing
85342110,UG,AA   ,Associate of Arts,12/10/21,AAGN,General Education
129682980,UG,BS   ,Bachelor of Science,12/12/23,BSPCC,Psychology: Pre-Counseling (SN)
85367380,UG,ACM  ,Assoc Christian Ministry,4/30/21,ACM,Christian Ministry (SN)
85371370,UG,ACM  ,Assoc Christian Ministry,4/30/21,ACM,Christian Ministry (SN)
85383340,UG,AML  ,Assoc Min Leadership,4/30/21,AML,Ministerial Leadership (SN)
26005490,UG,BBA  ,Bachelor of Busi Admin,3/31/19,BBA,Business Administration (SN)
85437870,UG,BS   ,Bachelor of Science,4/30/21,BSLDR,Organizational Leadership
85439200,UG,BS   ,Bachelor of Science,4/29/22,BSFIN,Finance
85421910,UG,BS   ,Bachelor of Science,8/17/21,BSSMC,SPORT MANAGEMENT: COACHING
61908840,UG,BS   ,Bachelor of Science,4/29/22,BSACT,Accounting
61924800,UG,BS   ,Bachelor of Science,11/30/20,BSMLX,MINISTERIAL LEADERSHIP (SN)
125267380,UG,BS   ,Bachelor of Science,5/2/23,BPMPO,MIN LDSHP: PASTORAL CARE & COUNSELING (PA-O)
120361010,UG,BS   ,Bachelor of Science,12/12/23,BSMLP,Ministerial Ldrsp: Pastoral Care & Counseling
74132870,UG,BS   ,Bachelor of Science,4/27/23,BSMGT,Management
29192170,UG,BS   ,Bachelor of Science,4/30/21,BSMCO,MINISTERIAL LEADERSHIP: CHRISTIAN MINISTRY (SN)
85484420,UG,BS   ,Bachelor of Science,12/10/20,BSBIO,General Biology
85524320,UG,BA   ,Bachelor of Arts,4/27/23,BPMWM,WORSHIP MINISTRIES (PA-M)
73997210,UG,BS   ,Bachelor of Science,4/28/22,BSMGT,Management
73999870,UG,BS   ,Bachelor of Science,12/10/21,BSMGT,Management
74006520,UG,BS   ,Bachelor of Science,8/23/22,BSLDR,Organizational Leadership
74019820,UG,BS   ,Bachelor of Science,5/3/22,BSKEX,Kinesiology: Exercise Science
74021150,UG,BS   ,Bachelor of Science,8/30/21,BSMUB,MUSIC BUSINESS
74027800,UG,ACM  ,Assoc Christian Ministry,4/24/20,ACM,Christian Ministry (SN)
61978000,UG,BA   ,Bachelor of Arts,4/26/19,BAMDS,Multidisciplinary Studies
85624070,UG,BA   ,Bachelor of Arts,12/7/23,BAVAR,Visual Arts
74033120,UG,BS   ,Bachelor of Science,4/30/21,BSMAT,Mathematics
74039770,UG,BS   ,Bachelor of Science,12/10/21,BSFIN,Finance
74041100,UG,BS   ,Bachelor of Science,5/3/22,BSCRM,Criminal Justice
74045090,UG,BS   ,Bachelor of Science,4/30/21,BSACT,Accounting
74049080,UG,BS   ,Bachelor of Science,8/18/21,BSLDR,Organizational Leadership
74051740,UG,BS   ,Bachelor of Science,4/29/22,BIOPR,BIOLOGY: PRE-MED
74054400,UG,BS   ,Bachelor of Science,4/30/21,BSLDR,Organizational Leadership
74055730,UG,BSW  ,Bachelor of Social Work,12/10/21,BSW,Social Work
74057060,UG,BS   ,Bachelor of Science,4/28/22,BSINB,International Business
74061050,UG,BME  ,Bachelor of Music Educati,4/27/23,BMED,Music Education
74065040,UG,AML  ,Assoc Min Leadership,9/10/20,AML,Ministerial Leadership (SN)
74067700,UG,BS   ,Bachelor of Science,11/21/22,BSMGT,Management
74077010,UG,BS   ,Bachelor of Science,1/11/23,BSPMN,PRACTICAL MINISTRIES
74078340,UG,BS   ,Bachelor of Science,4/28/22,BSCOM,COMMUNICATION
74079670,UG,BSW  ,Bachelor of Social Work,12/8/22,BSW,Social Work
74081000,UG,BS   ,Bachelor of Science,4/27/23,BSCYF,"CHILDREN, YOUTH, & FAMILY MINISTRIES"
62001940,UG,BS   ,Bachelor of Science,8/20/20,BSSME,SPORT MANAGEMENT: PE & COACHING
62021890,UG,BS   ,Bachelor of Science,12/13/19,BSCRM,Criminal Justice
39358690,UG,BS   ,Bachelor of Science,5/4/18,BSBPL,Business & Professional Leadership (SN)
85584170,UG,BS   ,Bachelor of Science,8/22/23,BSPSO,PSYCHOLOGY (SN)
74083660,UG,BS   ,Bachelor of Science,4/28/22,BSN,Nursing
74092970,UG,BS   ,Bachelor of Science,4/13/23,BSMUB,MUSIC BUSINESS
74094300,UG,AA   ,Associate of Arts,3/20/21,AAGT,GENERAL EDUCATION
74095630,UG,BS   ,Bachelor of Science,5/3/22,BSPSY,Psychology
74096960,UG,BS   ,Bachelor of Science,4/30/21,BSLDR,Organizational Leadership
74098290,UG,BS   ,Bachelor of Science,5/3/22,BSKEX,Kinesiology: Exercise Science
74099620,UG,BS   ,Bachelor of Science,4/28/22,BSN,Nursing
74100950,UG,BME  ,Bachelor of Music Educati,4/28/22,BMED,Music Education
74103610,UG,BS   ,Bachelor of Science,4/30/21,SDENG,Secondary English
74104940,UG,BS   ,Bachelor of Science,4/29/22,BSWCJ,Social Work & Criminal Justice
74108930,UG,AA   ,Associate of Arts,8/30/21,AAGN,General Education
74110260,UG,BS   ,Bachelor of Science,4/30/21,BSCOM,COMMUNICATION
74111590,UG,BS   ,Bachelor of Science,12/8/22,BSBIM,Biology: Medical Sciences
74112920,UG,BS   ,Bachelor of Science,5/3/22,ELEMK,Elementary Education
74114250,UG,BS   ,Bachelor of Science,5/2/23,BSMCO,MINISTERIAL LEADERSHIP: CHRISTIAN MINISTRY (SN)
74116910,UG,BA   ,Bachelor of Arts,12/10/21,BAICS,INTERCULTURAL STUDIES
74118240,UG,BA   ,Bachelor of Arts,5/3/22,BAEIC,ENGLISH & INTERCULTURAL STUDIES
74119570,UG,BS   ,Bachelor of Science,9/2/22,BSGRD,Graphic Design
74120900,UG,BS   ,Bachelor of Science,4/29/22,BSCOM,COMMUNICATION
62032530,UG,BS   ,Bachelor of Science,5/4/18,BSCRM,Criminal Justice
62036520,UG,BS   ,Bachelor of Science,12/10/20,BSPSO,PSYCHOLOGY (SN)
62037850,UG,BA   ,Bachelor of Arts,12/13/19,BABS,BIBLICAL STUDIES
62068440,UG,AML  ,Assoc Min Leadership,4/26/19,AML,Ministerial Leadership (SN)
62077750,UG,AA   ,Associate of Arts,7/31/18,AAGN,General Education
39737740,UG,BS   ,Bachelor of Science,5/2/23,BSGSU,GENERAL STUDIES (SN)
58671620,UG,BBA  ,Bachelor of Busi Admin,12/10/21,BBA,Business Administration (SN)
74124890,UG,BS   ,Bachelor of Science,12/10/21,BSN,Nursing
74128880,UG,BS   ,Bachelor of Science,4/30/21,BSMLP,Ministerial Ldrsp: Pastoral Care & Counseling
74130210,UG,BS   ,Bachelor of Science,9/1/21,BSPMN,PRACTICAL MINISTRIES
74132870,UG,BA   ,Bachelor of Arts,4/27/23,BAMDS,Multidisciplinary Studies
74135530,UG,BA   ,Bachelor of Arts,1/19/23,BAICS,INTERCULTURAL STUDIES
74138190,UG,BS   ,Bachelor of Science,5/3/22,BSMUB,MUSIC BUSINESS
74140850,UG,BS   ,Bachelor of Science,4/30/21,BSMKT,Marketing
74142180,UG,BA   ,Bachelor of Arts,4/30/21,BAEIC,ENGLISH & INTERCULTURAL STUDIES
74144840,UG,BS   ,Bachelor of Science,8/17/22,BSBIM,Biology: Medical Sciences
74152820,UG,BFA  ,Bachelor of Fine Arts,4/28/22,BFACW,Creative Writing
74155480,UG,BS   ,Bachelor of Science,4/30/21,BSMNL,MINISTERIAL LEADERSHIP (SN)
74158140,UG,BA   ,Bachelor of Arts,12/10/21,BAENG,ENGLISH
74159470,UG,BS   ,Bachelor of Science,9/1/21,BSPMN,PRACTICAL MINISTRIES
74162130,UG,BSW  ,Bachelor of Social Work,4/30/21,BSW,Social Work
74163460,UG,BS   ,Bachelor of Science,5/3/22,BSMGT,Management
74170110,UG,BS   ,Bachelor of Science,1/20/23,BSN,Nursing
74172770,UG,BS   ,Bachelor of Science,4/30/21,BSACT,Accounting
62096370,UG,BS   ,Bachelor of Science,12/14/18,BSMNL,MINISTERIAL LEADERSHIP (SN)
64137920,UG,BSW  ,Bachelor of Social Work,4/26/19,BSW,Social Work
41505310,UG,BS   ,Bachelor of Science,10/31/19,BSMNL,MINISTERIAL LEADERSHIP (SN)
43751680,UG,BBA  ,Bachelor of Busi Admin,7/10/20,BBA,Business Administration (SN)
74174100,UG,BS   ,Bachelor of Science,4/29/22,BSBIO,General Biology
74175430,UG,BS   ,Bachelor of Science,4/28/22,BSN,Nursing
74178090,UG,AML  ,Assoc Min Leadership,6/30/21,AML,Ministerial Leadership (SN)
74179420,UG,BS   ,Bachelor of Science,12/6/23,ELEMK,Elementary Education
74180750,UG,BSW  ,Bachelor of Social Work,12/10/20,BSW,Social Work
74183410,UG,BS   ,Bachelor of Science,4/28/22,BSN,Nursing
74187400,UG,BS   ,Bachelor of Science,4/29/22,BSPLS,Political Science
74194050,UG,BS   ,Bachelor of Science,4/28/22,BSN,Nursing
74199370,UG,BS   ,Bachelor of Science,12/10/20,BSPSY,Psychology
74203360,UG,BS   ,Bachelor of Science,4/29/22,BSACT,Accounting
74206020,UG,BS   ,Bachelor of Science,4/30/21,BSMLX,MINISTERIAL LEADERSHIP (SN)
74207350,UG,BA   ,Bachelor of Arts,4/29/22,BAEIC,ENGLISH & INTERCULTURAL STUDIES
74216660,UG,BS   ,Bachelor of Science,12/10/21,BSPSY,Psychology
62140260,UG,BS   ,Bachelor of Science,12/8/22,SDSSC,Secondary Social Sciences
60109350,UG,BA   ,Bachelor of Arts,3/3/22,BABS,BIBLICAL STUDIES
64181810,UG,BS   ,Bachelor of Science,12/17/20,BSPSO,PSYCHOLOGY (SN)
64183140,UG,BS   ,Bachelor of Science,8/31/19,BSMNL,MINISTERIAL LEADERSHIP (SN)
43843450,UG,BBA  ,Bachelor of Busi Admin,5/4/18,BBA,Business Administration (SN)
74219320,UG,BS   ,Bachelor of Science,4/29/22,BSCRM,Criminal Justice
74220650,UG,BS   ,Bachelor of Science,5/3/22,BSCRM,Criminal Justice
74221980,UG,BA   ,Bachelor of Arts,4/30/21,BAGRD,Graphic Design
74223310,UG,BS   ,Bachelor of Science,4/29/22,BSFIN,Finance
74228630,UG,BFA  ,Bachelor of Fine Arts,4/29/22,BFACW,Creative Writing
74237940,UG,BS   ,Bachelor of Science,5/3/22,BSMCO,MINISTERIAL LEADERSHIP: CHRISTIAN MINISTRY (SN)
73191230,UG,BS   ,Bachelor of Science,12/15/22,BSMUB,MUSIC BUSINESS
74239270,UG,BME  ,Bachelor of Music Educati,4/28/22,BMED,Music Education
74251240,UG,BBA  ,Bachelor of Busi Admin,12/10/21,BBA,Business Administration (SN)
74264540,UG,BA   ,Bachelor of Arts,8/19/21,BAICS,INTERCULTURAL STUDIES
62152230,UG,BS   ,Bachelor of Science,4/30/21,BSGRD,Graphic Design
64240330,UG,BS   ,Bachelor of Science,4/30/21,BSMKT,Marketing
74265870,UG,BS   ,Bachelor of Science,12/15/22,BSBIM,Biology: Medical Sciences
74267200,UG,BS   ,Bachelor of Science,5/3/22,BSGRD,Graphic Design
74272520,UG,BA   ,Bachelor of Arts,5/3/22,BLCTP,"LANGUAGE, CULTURE, & TRADE: POLITICAL SCIENCE"
74275180,UG,BS   ,Bachelor of Science,4/29/22,BSCYF,"CHILDREN, YOUTH, & FAMILY MINISTRIES"
74279170,UG,BS   ,Bachelor of Science,4/27/23,BSSMB,SPORT MANAGEMENT: BUSINESS
74281830,UG,BS   ,Bachelor of Science,12/10/21,BSGRD,Graphic Design
74288480,UG,BS   ,Bachelor of Science,5/3/22,BSLDR,Organizational Leadership
74293800,UG,BS   ,Bachelor of Science,3/16/22,BSECE,Early Childhood Education
74299120,UG,BS   ,Bachelor of Science,7/5/22,BSN,Nursing
74300450,UG,BS   ,Bachelor of Science,4/30/21,BSLDR,Organizational Leadership
74301780,UG,BS   ,Bachelor of Science,5/3/22,BSBPX,BUSINESS & PROFESSIONAL LEADERSHIP (SN)
74303110,UG,BS   ,Bachelor of Science,5/3/22,BSSMB,SPORT MANAGEMENT: BUSINESS
74304440,UG,BBA  ,Bachelor of Busi Admin,7/10/20,BBALD,BUSINESS LEADERSHIP (SN)
74311090,UG,BS   ,Bachelor of Science,5/3/22,BSFLM,Film Production
62193460,UG,BS   ,Bachelor of Science,8/31/19,BSLDO,Organizational Leadership (SN)
64257620,UG,BS   ,Bachelor of Science,6/30/21,BSFLM,Film Production
64280230,UG,AML  ,Assoc Min Leadership,4/26/19,AML,Ministerial Leadership (SN)
41789930,UG,BS   ,Bachelor of Science,8/31/18,BSLDO,Organizational Leadership (SN)
41820520,UG,BS   ,Bachelor of Science,8/31/19,BSPSO,PSYCHOLOGY (SN)
41847120,UG,BS   ,Bachelor of Science,5/4/18,BSPSO,PSYCHOLOGY (SN)
131294940,UG,BS   ,Bachelor of Science,4/27/23,BSMKT,Marketing
70738710,UG,BS   ,Bachelor of Science,12/7/23,BSKAT,Kinesiology: Pre-Athletic Training
74319070,UG,BA   ,Bachelor of Arts,12/15/22,BAMDS,Multidisciplinary Studies
74321730,UG,BS   ,Bachelor of Science,12/10/21,BSLDO,Organizational Leadership (SN)
72664550,UG,BS   ,Bachelor of Science,4/27/23,BSGRD,Graphic Design
74332370,UG,BS   ,Bachelor of Science,12/10/21,BSPSY,Psychology
74335030,UG,BA   ,Bachelor of Arts,5/3/22,BAICS,INTERCULTURAL STUDIES
74337690,UG,BS   ,Bachelor of Science,4/29/22,BSBIO,General Biology
74339020,UG,BS   ,Bachelor of Science,12/10/21,BSACT,Accounting
74344340,UG,BS   ,Bachelor of Science,5/9/23,BSBCR,BIOCHEMISTRY: RESEARCH
74350990,UG,BS   ,Bachelor of Science,12/10/21,BSPSY,Psychology
74352320,UG,BS   ,Bachelor of Science,12/10/21,BSKPT,Kinesiology: Pre-Physical Therapy
62233360,UG,BS   ,Bachelor of Science,4/30/21,BSBCT,BROADCASTING
62245330,UG,BBA  ,Bachelor of Busi Admin,12/14/18,BBA,Business Administration (SN)
64293530,UG,BS   ,Bachelor of Science,4/26/19,ELEMK,Elementary Education
64301510,UG,BS   ,Bachelor of Science,8/20/20,BSMNL,MINISTERIAL LEADERSHIP (SN)
64302840,UG,BS   ,Bachelor of Science,4/26/19,BSHUS,Human Services (SN)
64312150,UG,BBA  ,Bachelor of Busi Admin,9/30/18,BBA,Business Administration (SN)
64316140,UG,BS   ,Bachelor of Science,12/14/18,BSKPT,Kinesiology: Pre-Physical Therapy
64326780,UG,BS   ,Bachelor of Science,12/13/19,BSMNL,MINISTERIAL LEADERSHIP (SN)
70794570,UG,BS   ,Bachelor of Science,12/7/23,SDSSC,Secondary Social Sciences
60493720,UG,BS   ,Bachelor of Science,4/28/22,BSBCT,BROADCASTING
74360300,UG,BS   ,Bachelor of Science,5/3/22,ELEMK,Elementary Education
74361630,UG,BS   ,Bachelor of Science,5/3/22,BSLDR,Organizational Leadership
72772280,UG,BS   ,Bachelor of Science,4/30/21,BSLDO,Organizational Leadership (SN)
74369610,UG,BS   ,Bachelor of Science,12/8/22,BSN,Nursing
74370940,UG,BS   ,Bachelor of Science,4/28/22,BSN,Nursing
74374930,UG,BME  ,Bachelor of Music Educati,4/28/22,BMED,Music Education
74381580,UG,BS   ,Bachelor of Science,2/15/23,BSAVM,Aviation Management: Professional Pilot
74385570,UG,BS   ,Bachelor of Science,5/3/22,BSMCO,MINISTERIAL LEADERSHIP: CHRISTIAN MINISTRY (SN)
74386900,UG,BA   ,Bachelor of Arts,5/3/22,BAGS,General Studies
74388230,UG,BSW  ,Bachelor of Social Work,12/10/21,BSW,Social Work
74389560,UG,BS   ,Bachelor of Science,12/10/21,BSCHM,CHURCH MUSIC
74390890,UG,BS   ,Bachelor of Science,3/8/22,BSPSY,Psychology
74392220,UG,BS   ,Bachelor of Science,12/10/21,BSPSO,PSYCHOLOGY (SN)
74393550,UG,BS   ,Bachelor of Science,5/3/22,BSPSY,Psychology
